"","From","FromAnno","To","ToAnno","Jaccard","Cor"
"746","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:9196","KCNAB3, AKR6A9, KCNA3.1B, KCNA3B, KV-BETA-3; potassium voltage-gated channel, shaker-related subfamily, beta member 3; K04884 potassium voltage-gated channel Shaker-related subfamily A, beta member 3 (A)","0.86","0.2"
"747","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:9196","KCNAB3, AKR6A9, KCNA3.1B, KCNA3B, KV-BETA-3; potassium voltage-gated channel, shaker-related subfamily, beta member 3; K04884 potassium voltage-gated channel Shaker-related subfamily A, beta member 3 (A)","0.86","0.21"
"748","hsa:10476","ATP5H, ATPQ; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d (EC:3.6.1.14); K02138 F-type H+-transporting ATPase subunit d [EC:3.6.3.14] (A)","hsa:80256","FAM214B, KIAA1539, P1.11659_5, RP11-182N22.6, bA182N22.6; family with sequence similarity 214, member B (A)","0.71","0.8"
"749","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:91526","ANKRD44, PP6-ARS-B; ankyrin repeat domain 44; K15503 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (A)","0.66","0.3"
"750","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:7881","KCNAB1, AKR6A3, KCNA1B, KV-BETA-1, Kvb1.3, hKvBeta3, hKvb3; potassium voltage-gated channel, shaker-related subfamily, beta member 1; K04882 potassium voltage-gated channel Shaker-related subfamily A, beta member 1 (A)","0.87","0.24"
"751","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:7881","KCNAB1, AKR6A3, KCNA1B, KV-BETA-1, Kvb1.3, hKvBeta3, hKvb3; potassium voltage-gated channel, shaker-related subfamily, beta member 1; K04882 potassium voltage-gated channel Shaker-related subfamily A, beta member 1 (A)","0.87","0.24"
"752","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:8424","BBOX1, BBH, BBOX, G-BBH, gamma-BBH; butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 (EC:1.14.11.1); K00471 gamma-butyrobetaine dioxygenase [EC:1.14.11.1] (A)","0.68","0.77"
"753","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:81544","GDPD5, GDE2, PP1665; glycerophosphodiester phosphodiesterase domain containing 5 (A)","0.63","0.23"
"754","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:54059","YBEY, C21orf57; ybeY metallopeptidase (putative) (A)","0.42","0.18"
"755","hsa:4508","ATP6, ATPase6, MTATP6, MT-ATP6, RP; ATP synthase F0 subunit 6; K02126 F-type H+-transporting ATPase subunit a [EC:3.6.3.14] (A)","hsa:54059","YBEY, C21orf57; ybeY metallopeptidase (putative) (A)","0.41","0.21"
"756","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:54059","YBEY, C21orf57; ybeY metallopeptidase (putative) (A)","0.4","0.07"
"757","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:55739","CARKD, LP3298; carbohydrate kinase domain containing (EC:4.2.1.93); K17757 ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93] (A)","0.83","0.18"
"758","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:55739","CARKD, LP3298; carbohydrate kinase domain containing (EC:4.2.1.93); K17757 ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93] (A)","0.83","0.18"
"759","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:6193","RPS5, S5; ribosomal protein S5; K02989 small subunit ribosomal protein S5e (A)","0.85","0.03"
"760","hsa:522","ATP5J, ATP5, ATP5A, ATPM, CF6, F6; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 (EC:3.6.1.14); K02131 F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14] (A)","hsa:84953","MICALCL, Ebitein1; MICAL C-terminal like (A)","0.94","0.96"
"761","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:56915","EXOSC5, RRP41B, RRP46, Rrp46p, hRrp46p, p12B; exosome component 5; K12590 exosome complex component RRP46 (A)","0.68","0.13"
"762","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:56915","EXOSC5, RRP41B, RRP46, Rrp46p, hRrp46p, p12B; exosome component 5; K12590 exosome complex component RRP46 (A)","0.67","0.07"
"763","hsa:522","ATP5J, ATP5, ATP5A, ATPM, CF6, F6; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 (EC:3.6.1.14); K02131 F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14] (A)","hsa:80012","PHC3, EDR3, HPH3; polyhomeotic homolog 3 (Drosophila); K11458 polyhomeotic-like protein 3 (A)","0.85","0.91"
"764","hsa:513","ATP5D; ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit (EC:3.6.1.14); K02134 F-type H+-transporting ATPase subunit delta [EC:3.6.3.14] (A)","hsa:9446","GSTO1, GSTO_1-1, GSTTLp28, P28, SPG-R; glutathione S-transferase omega 1 (EC:2.5.1.18 1.8.5.1 1.20.4.2); K00799 glutathione S-transferase [EC:2.5.1.18] (A)","0.61","0.47"
"765","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","hsa:9446","GSTO1, GSTO_1-1, GSTTLp28, P28, SPG-R; glutathione S-transferase omega 1 (EC:2.5.1.18 1.8.5.1 1.20.4.2); K00799 glutathione S-transferase [EC:2.5.1.18] (A)","0.58","0.39"
"766","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:9446","GSTO1, GSTO_1-1, GSTTLp28, P28, SPG-R; glutathione S-transferase omega 1 (EC:2.5.1.18 1.8.5.1 1.20.4.2); K00799 glutathione S-transferase [EC:2.5.1.18] (A)","0.57","0.36"
"767","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:55661","DDX27, DRS1, Drs1p, PP3241, RHLP, dJ686N3.1; DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 (EC:3.6.4.13); K13181 ATP-dependent RNA helicase DDX27 [EC:3.6.4.13] (A)","0.98","0.37"
"768","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:55661","DDX27, DRS1, Drs1p, PP3241, RHLP, dJ686N3.1; DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 (EC:3.6.4.13); K13181 ATP-dependent RNA helicase DDX27 [EC:3.6.4.13] (A)","0.98","0.39"
"769","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:6228","RPS23, S23; ribosomal protein S23; K02973 small subunit ribosomal protein S23e (A)","0.97","0.05"
"770","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:81570","CLPB, HSP78, SKD3; ClpB caseinolytic peptidase B homolog (E. coli); K03695 ATP-dependent Clp protease ATP-binding subunit ClpB (A)","0.93","0.21"
"771","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:81570","CLPB, HSP78, SKD3; ClpB caseinolytic peptidase B homolog (E. coli); K03695 ATP-dependent Clp protease ATP-binding subunit ClpB (A)","0.93","0.11"
"772","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:6059","ABCE1, ABC38, OABP, RLI, RNASEL1, RNASELI, RNS4I; ATP-binding cassette, sub-family E (OABP), member 1; K06174 ATP-binding cassette, sub-family E, member 1 (A)","0.99","0.53"
"773","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:6059","ABCE1, ABC38, OABP, RLI, RNASEL1, RNASELI, RNS4I; ATP-binding cassette, sub-family E (OABP), member 1; K06174 ATP-binding cassette, sub-family E, member 1 (A)","0.98","0.29"
"774","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:5226","PGD, 6PGD; phosphogluconate dehydrogenase (EC:1.1.1.44); K00033 6-phosphogluconate dehydrogenase [EC:1.1.1.44] (A)","0.77","0.17"
"775","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:5226","PGD, 6PGD; phosphogluconate dehydrogenase (EC:1.1.1.44); K00033 6-phosphogluconate dehydrogenase [EC:1.1.1.44] (A)","0.77","0.17"
"776","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:55316","RSAD1; radical S-adenosyl methionine domain containing 1 (A)","0.79","0.13"
"777","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:55316","RSAD1; radical S-adenosyl methionine domain containing 1 (A)","0.79","0.13"
"778","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:6210","RPS15A, S15a; ribosomal protein S15a; K02957 small subunit ribosomal protein S15Ae (A)","0.93","0.16"
"779","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:6210","RPS15A, S15a; ribosomal protein S15a; K02957 small subunit ribosomal protein S15Ae (A)","0.92","0.07"
"780","hsa:10476","ATP5H, ATPQ; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d (EC:3.6.1.14); K02138 F-type H+-transporting ATPase subunit d [EC:3.6.3.14] (A)","hsa:64342","HS1BP3, ETM2, HS1-BP3; HCLS1 binding protein 3 (A)","0.55","0.67"
"781","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:55609","ZNF280C, SUHW3, ZNF633; zinc finger protein 280C (A)","0.65","0.75"
"782","hsa:10632","ATP5L, ATP5JG; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G (EC:3.6.1.14); K02140 F-type H+-transporting ATPase subunit g [EC:3.6.3.14] (A)","hsa:55609","ZNF280C, SUHW3, ZNF633; zinc finger protein 280C (A)","0.64","0.75"
"783","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:9628","RGS6, GAP; regulator of G-protein signaling 6; K16449 regulator of G-protein signaling (A)","0.76","0.84"
"784","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:55735","DNAJC11, dJ126A5.1; DnaJ (Hsp40) homolog, subfamily C, member 11; K09531 DnaJ homolog subfamily C member 11 (A)","0.95","0.03"
"785","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:63922","CHTF18, C16orf41, C321D2.2, C321D2.3, C321D2.4, CHL12, Ctf18, RUVBL; CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae); K11269 chromosome transmission fidelity protein 18 (A)","0.74","0.11"
"786","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:63922","CHTF18, C16orf41, C321D2.2, C321D2.3, C321D2.4, CHL12, Ctf18, RUVBL; CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae); K11269 chromosome transmission fidelity protein 18 (A)","0.73","0.07"
"787","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:80755","AARSD1; alanyl-tRNA synthetase domain containing 1; K07050 (A)","0.95","0.31"
"788","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:80755","AARSD1; alanyl-tRNA synthetase domain containing 1; K07050 (A)","0.94","0.22"
"789","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:51061","TXNDC11, EFP1; thioredoxin domain containing 11 (A)","0.65","0.11"
"790","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:51061","TXNDC11, EFP1; thioredoxin domain containing 11 (A)","0.65","0.1"
"791","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:54440","SASH3, 753P9, CXorf9, HACS2, SH3D6C, SLY; SAM and SH3 domain containing 3 (A)","0.77","0.84"
"792","hsa:522","ATP5J, ATP5, ATP5A, ATPM, CF6, F6; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 (EC:3.6.1.14); K02131 F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14] (A)","hsa:83894","TTC29, NYD-SP14, TBPP2A; tetratricopeptide repeat domain 29 (A)","0.5","0.66"
"793","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:55810","FOXJ2, FHX; forkhead box J2; K09403 forkhead box protein J2/3 (A)","0.85","0.9"
"794","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:51409","HEMK1, HEMK, MTQ1; HemK methyltransferase family member 1; K00599 [EC:2.1.1.-] (A)","0.94","0.26"
"795","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:51409","HEMK1, HEMK, MTQ1; HemK methyltransferase family member 1; K00599 [EC:2.1.1.-] (A)","0.94","0.24"
"796","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","hsa:83638","C11orf68, BLES03, P5326; chromosome 11 open reading frame 68 (A)","0.49","0.63"
"797","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:54882","ANKHD1, MASK, VBARP; ankyrin repeat and KH domain containing 1; K16726 ankyrin repeat domain-containing protein 17 (A)","0.66","0.32"
"798","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:79716","NPEPL1, bA261P9.2; aminopeptidase-like 1; K09611 probable aminopeptidase NPEPL1 [EC:3.4.11.-] (A)","0.71","0.35"
"799","hsa:10476","ATP5H, ATPQ; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d (EC:3.6.1.14); K02138 F-type H+-transporting ATPase subunit d [EC:3.6.3.14] (A)","hsa:84164","ASCC2, ASC1p100, p100; activating signal cointegrator 1 complex subunit 2 (A)","0.7","0.79"
"800","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:9061","PAPSS1, ATPSK1, PAPSS, SK1; 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (EC:2.7.1.25 2.7.7.4); K13811 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25] (A)","0.66","0.28"
"801","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","hsa:9061","PAPSS1, ATPSK1, PAPSS, SK1; 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (EC:2.7.1.25 2.7.7.4); K13811 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25] (A)","0.66","0.34"
"802","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:5394","EXOSC10, PM-Scl, PM/Scl-100, PMSCL, PMSCL2, RRP6, Rrp6p, p2, p3, p4; exosome component 10; K12591 exosome complex exonuclease RRP6 [EC:3.1.13.-] (A)","0.64","0.38"
"803","hsa:513","ATP5D; ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit (EC:3.6.1.14); K02134 F-type H+-transporting ATPase subunit delta [EC:3.6.3.14] (A)","hsa:5394","EXOSC10, PM-Scl, PM/Scl-100, PMSCL, PMSCL2, RRP6, Rrp6p, p2, p3, p4; exosome component 10; K12591 exosome complex exonuclease RRP6 [EC:3.1.13.-] (A)","0.64","0.45"
"804","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","hsa:5394","EXOSC10, PM-Scl, PM/Scl-100, PMSCL, PMSCL2, RRP6, Rrp6p, p2, p3, p4; exosome component 10; K12591 exosome complex exonuclease RRP6 [EC:3.1.13.-] (A)","0.63","0.37"
"805","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","hsa:84064","HDHD2, 3110052N05Rik; haloacid dehalogenase-like hydrolase domain containing 2 (A)","0.65","0.14"
"806","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:84064","HDHD2, 3110052N05Rik; haloacid dehalogenase-like hydrolase domain containing 2 (A)","0.65","0.08"
"807","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","hsa:90956","ADCK2, AARF; aarF domain containing kinase 2; K08869 aarF domain-containing kinase (A)","0.76","0.14"
"808","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","hsa:90956","ADCK2, AARF; aarF domain containing kinase 2; K08869 aarF domain-containing kinase (A)","0.76","0.32"
